contigName	contigLen	totalAvgDepth	SRR24442552_sub_sorted.bam	SRR24442552_sub_sorted.bam-var
k141_1157	1030	4.1625	4.1625	2.47755
k141_1158	909	4.52042	4.52042	4.22089
k141_7378	1672	4.27398	4.27398	2.72633
k141_3260	1409	4.22002	4.22002	4.32914
k141_7379	312	3.00617	3.00617	0.4658
k141_3261	327	3.31638	3.31638	0.297059
k141_5393	2102	3.93596	3.93596	3.67656
k141_5394	350	1.515	1.515	0.25103
k141_1159	1232	3.47597	3.47597	1.77047
k141_5395	328	1.64045	1.64045	0.231575
k141_1160	479	2.47112	2.47112	0.469439
k141_5396	1766	3.7698	3.7698	1.72283
k141_7380	2812	4.784	4.784	3.11118
k141_1161	2514	5.11379	5.11379	3.56427
k141_7381	1042	6.35426	6.35426	5.69029
k141_1162	620	3.34681	3.34681	2.82829
k141_7382	1483	5.57839	5.57839	5.32059
k141_3262	5760	5.9959	5.9959	5.59681
k141_5397	3746	3.88737	3.88737	3.01568
k141_3263	600	2.24222	2.24222	0.402221
k141_1163	2715	6.50487	6.50487	8.86775
k141_5398	667	2.26692	2.26692	0.304581
k141_3264	755	4.47273	4.47273	5.46491
k141_1164	394	6.04098	6.04098	1.81724
k141_1165	345	1.72308	1.72308	0.417764
k141_5399	691	4.70055	4.70055	0.884241
k141_5400	303	2.80392	2.80392	0.158668
k141_3265	851	5.92154	5.92154	2.8781
k141_7383	2735	4.63443	4.63443	2.75059
k141_3266	334	2.04891	2.04891	0.647867
k141_7384	303	1.46405	1.46405	0.250344
k141_3267	321	1.68421	1.68421	0.217338
k141_3268	345	1.13333	1.13333	0.116151
k141_5401	1507	4.78998	4.78998	3.91974
k141_3269	1052	4.14745	4.14745	2.21907
k141_3270	512	2	2	0.448753
k141_3271	395	3.15102	3.15102	1.13694
k141_3272	425	2.4	2.4	0.240876
k141_1166	3239	5.27744	5.27744	3.71093
k141_1167	363	4.3615	4.3615	1.28851
k141_1168	1149	3.49049	3.49049	2.2722
k141_1169	365	2.44186	2.44186	0.247772
k141_5402	3251	3.98775	3.98775	3.02241
k141_5403	337	2.57219	2.57219	0.38589
k141_7385	4604	4.59946	4.59946	5.15235
k141_3273	2837	4.55936	4.55936	2.83783
k141_3274	389	4.06695	4.06695	1.02071
k141_5404	1308	4.38256	4.38256	2.67375
k141_3275	846	4.09052	4.09052	2.26948
k141_7386	2171	4.21277	4.21277	2.93489
k141_7387	360	3.3	3.3	0.756459
k141_7388	337	1.2139	1.2139	0.341095
k141_3276	1933	4.83567	4.83567	3.54703
k141_7389	1656	3.07238	3.07238	1.08514
k141_3277	1294	4.27885	4.27885	1.70433
k141_5405	3895	5.34927	5.34927	3.39401
k141_1170	5925	4.6232	4.6232	3.02773
k141_5406	424	0.551095	0.551095	0.248295
k141_1171	357	1.76812	1.76812	0.373154
k141_5407	502	2.5625	2.5625	0.355057
k141_7390	3380	4.02879	4.02879	2.34948
k141_5408	2126	4.55111	4.55111	4.47837
k141_7391	468	2.18868	2.18868	0.216653
k141_3278	3719	4.06388	4.06388	3.23137
k141_3279	448	1.81208	1.81208	0.281066
k141_3280	303	1.71242	1.71242	0.206226
k141_5409	1516	5.33236	5.33236	4.40964
k141_3281	473	3.36532	3.36532	1.81022
k141_1172	3920	4.61326	4.61326	2.65527
k141_3282	385	2.49362	2.49362	0.413421
k141_1173	708	1.86201	1.86201	1.07428
k141_7392	2476	6	6	5.38667
k141_3283	1793	3.2538	3.2538	1.68526
k141_1174	1499	4.56709	4.56709	2.56615
k141_7393	1311	4.77864	4.77864	2.68285
k141_1175	644	1.75911	1.75911	0.532118
k141_5410	2692	4.61094	4.61094	2.13545
k141_7394	1208	5.43573	5.43573	1.98876
k141_5411	846	4.82184	4.82184	1.75526
k141_3284	1836	5.58837	5.58837	3.43877
k141_7395	571	2.60808	2.60808	3.5627
k141_7396	521	1.73585	1.73585	0.32463
k141_1176	1946	4.02728	4.02728	4.04886
k141_1177	434	2.19014	2.19014	0.571492
k141_3285	1442	5.55031	5.55031	4.47535
k141_3286	357	5.98551	5.98551	2.68426
k141_3287	434	1.57394	1.57394	0.245396
k141_5412	2214	4.42636	4.42636	2.71491
k141_1178	1111	4.91467	4.91467	4.10732
k141_5413	306	0	0	0
k141_5414	744	4.23569	4.23569	2.25465
k141_7397	2455	4.45727	4.45727	4.55645
k141_1179	1129	4.84883	4.84883	3.46997
k141_7398	332	1.38462	1.38462	0.237994
k141_3288	1503	4.65854	4.65854	2.11704
k141_1180	534	4.4974	4.4974	2.79895
k141_3289	547	2.10327	2.10327	0.269611
k141_3290	350	4.23	4.23	1.11266
k141_1181	1458	5.70566	5.70566	2.70059
k141_7399	2014	4.48766	4.48766	2.77711
k141_1182	492	3.68713	3.68713	1.32998
k141_5415	3876	4.45411	4.45411	2.83365
k141_7400	1484	3.35532	3.35532	1.94717
k141_7401	368	2.23394	2.23394	0.253773
k141_5416	680	3.96415	3.96415	1.46752
k141_1183	2236	5.48274	5.48274	2.66039
k141_1184	1266	3.51434	3.51434	2.38275
k141_3291	4951	5.14518	5.14518	4.17034
k141_1185	506	2.04775	2.04775	0.597714
k141_5417	2058	4.7935	4.7935	3.38682
k141_1186	1737	3.78576	3.78576	2.31852
k141_1187	731	1.53012	1.53012	0.249522
k141_7402	5103	4.66969	4.66969	3.79516
k141_5418	3255	5.20998	5.20998	3.23999
k141_7403	531	3.01312	3.01312	0.376144
k141_5419	720	4.05439	4.05439	2.66311
k141_3292	4238	4.43175	4.43175	2.64668
k141_3293	381	3.24242	3.24242	0.740974
k141_1188	2426	4.97671	4.97671	4.07637
k141_3294	676	6.57795	6.57795	5.24248
k141_1189	1160	5.84356	5.84356	2.02901
k141_5420	2213	4.17741	4.17741	3.10915
k141_1190	1156	4.67694	4.67694	2.57313
k141_7404	3985	4.87823	4.87823	3.34484
k141_7405	388	1.83613	1.83613	0.247296
k141_7406	314	1.37195	1.37195	0.235037
k141_1191	1312	4.99742	4.99742	4.28165
k141_1192	521	2.16712	2.16712	0.577402
k141_5421	3333	4.18505	4.18505	2.56501
k141_5422	305	1.65161	1.65161	0.228488
k141_7407	2210	4.04515	4.04515	2.49091
k141_3295	5914	5.63255	5.63255	5.54845
k141_5423	1511	5.61866	5.61866	2.66994
k141_1193	2835	5.23426	5.23426	6.16376
k141_5424	455	2.22951	2.22951	1.17084
k141_1194	462	3.4359	3.4359	0.992659
k141_7408	2037	6.29889	6.29889	4.30082
k141_1195	469	1.80251	1.80251	0.328798
k141_3296	1175	4.17951	4.17951	4.92282
k141_1196	344	4.39175	4.39175	0.280968
k141_7409	564	3.71739	3.71739	0.803715
k141_1197	427	1.63899	1.63899	0.231518
k141_1198	309	2.33333	2.33333	0.312236
k141_3297	997	5.817	5.817	4.1355
k141_1199	561	2.94404	2.94404	1.23345
k141_3298	443	1.84642	1.84642	0.890714
k141_1200	538	4.61598	4.61598	1.54982
k141_1201	538	2.5799	2.5799	0.952254
k141_5425	2567	4.51841	4.51841	3.56762
k141_5426	790	3.525	3.525	3.48295
k141_3299	1659	6.25381	6.25381	6.3938
k141_7410	2900	4.77891	4.77891	4.25376
k141_3300	515	2.06575	2.06575	0.704455
k141_7411	413	1.43726	1.43726	0.353873
k141_5427	996	4.66312	4.66312	3.51124
k141_3301	544	5.42386	5.42386	2.65704
k141_3302	1515	5.67766	5.67766	2.92095
k141_7412	2350	5.73545	5.73545	9.7735
k141_1202	4175	4.2328	4.2328	3.46534
k141_7413	580	5.11628	5.11628	5.08199
k141_1203	2013	3.48524	3.48524	1.47871
k141_5428	4478	4.58618	4.58618	2.90177
k141_7414	2519	5.59054	5.59054	3.20727
k141_7415	331	3.8895	3.8895	1.23217
k141_5429	403	1.72332	1.72332	0.216796
k141_1204	1006	3.49065	3.49065	1.35664
k141_3303	4734	5.7692	5.7692	4.55249
k141_1205	1291	4.23225	4.23225	2.4504
k141_7416	1680	3.70523	3.70523	2.96275
k141_5430	2161	3.8006	3.8006	1.82836
k141_5431	499	2.32378	2.32378	0.66785
k141_5432	310	2.44375	2.44375	0.248388
k141_5433	440	1.56552	1.56552	0.246557
k141_7417	1163	2.95459	2.95459	2.45246
k141_7418	348	2.9697	2.9697	0.313798
k141_3304	2380	4.34708	4.34708	3.64078
k141_1206	1867	5.19627	5.19627	3.47605
k141_3305	341	2.33508	2.33508	0.476605
k141_1207	630	3.85417	3.85417	0.805413
k141_3306	715	3.78407	3.78407	1.0384
k141_3307	318	2.70833	2.70833	1.5252
k141_7419	1310	5.80259	5.80259	3.81344
k141_3308	433	2.25442	2.25442	1.01306
k141_1208	1394	3.98875	3.98875	2.06906
k141_7420	1584	4.06137	4.06137	1.63614
k141_7421	349	4.0804	4.0804	1.29653
k141_5434	3478	3.96034	3.96034	2.59295
k141_7422	395	2.06531	2.06531	0.553094
k141_5435	365	1.13023	1.13023	0.5624
k141_7423	791	2.22621	2.22621	0.85344
k141_5436	769	3.95153	3.95153	1.76787
k141_7424	405	3.39216	3.39216	1.56215
k141_5437	369	2.26027	2.26027	0.899838
k141_7425	592	3.58597	3.58597	1.28171
k141_3309	3387	4.77912	4.77912	4.31245
k141_3310	1267	5.26589	5.26589	7.30295
k141_7426	1380	6.17967	6.17967	8.23207
k141_1209	3669	4.18471	4.18471	4.43263
k141_7427	212	5	5	0
k141_3311	701	3.85662	3.85662	2.04668
k141_7428	860	3.51972	3.51972	1.37267
k141_7429	340	1.55263	1.55263	0.248538
k141_1210	1461	3.51487	3.51487	1.96753
k141_7430	560	1.73902	1.73902	0.320479
k141_3312	1753	5.59513	5.59513	5.64807
k141_7431	777	5.69218	5.69218	5.07602
k141_3313	591	3.41723	3.41723	0.94825
k141_3314	316	2.42169	2.42169	0.342314
k141_3315	343	1.56995	1.56995	0.246384
k141_5438	5129	5.29444	5.29444	3.95917
k141_1211	1951	5.53359	5.53359	3.76013
k141_5439	323	1.13873	1.13873	0.120177
k141_7432	1422	5.84277	5.84277	3.02637
k141_5440	474	2.72222	2.72222	0.808051
k141_1212	597	2.08277	2.08277	0.600755
k141_1213	341	2.17277	2.17277	0.627887
k141_1214	368	2.41743	2.41743	0.410201
k141_1215	320	1.58824	1.58824	0.243648
k141_3316	1820	5.3497	5.3497	6.16042
k141_5441	905	4.83709	4.83709	2.04636
k141_5442	354	2.55882	2.55882	0.306867
k141_7433	1774	3.65948	3.65948	1.66893
k141_5443	783	5.49921	5.49921	0.750393
k141_5444	311	2.3913	2.3913	0.264673
k141_1216	1399	4.47238	4.47238	3.24783
k141_7434	607	2.60394	2.60394	0.630071
k141_7435	488	2.2071	2.2071	0.277457
k141_3317	1952	3.95172	3.95172	2.40136
k141_7436	337	2.14973	2.14973	0.127997
k141_5445	784	3.98265	3.98265	2.51313
k141_5446	347	2.25381	2.25381	0.45566
k141_7437	1429	4.93901	4.93901	2.24354
k141_3318	2151	3.38381	3.38381	2.22164
k141_5447	2080	4.04145	4.04145	3.52138
k141_3319	836	3.74052	3.74052	1.66105
k141_7438	1678	3.8377	3.8377	2.55253
k141_7439	483	4.46847	4.46847	4.00879
k141_3320	677	3.74383	3.74383	2.11105
k141_7440	478	2.6189	2.6189	0.628021
k141_1217	5722	5.15632	5.15632	5.32892
k141_3321	2469	4.19362	4.19362	3.93878
k141_3322	1331	3.60542	3.60542	2.2374
k141_7441	4137	4.39002	4.39002	2.91941
k141_7442	541	2.43478	2.43478	0.702787
k141_7443	399	1.73896	1.73896	0.193678
k141_1218	3694	5.71981	5.71981	5.08906
k141_7444	348	2.26263	2.26263	0.357073
k141_5448	6709	5.4641	5.4641	5.24457
k141_7445	1142	3.85887	3.85887	2.92255
k141_5449	327	2.03955	2.03955	0.810927
k141_1219	2426	3.71221	3.71221	2.38966
k141_3323	3864	4.32149	4.32149	2.32538
k141_7446	1307	3.80035	3.80035	3.4108
k141_5450	1239	2.88246	2.88246	0.771098
k141_1220	527	2.24934	2.24934	0.187666
k141_5451	698	3.18978	3.18978	2.82681
k141_5452	317	2.42515	2.42515	0.486833
k141_5453	364	1.41589	1.41589	0.244065
k141_1221	2110	4.14082	4.14082	2.36404
k141_1222	412	1.90458	1.90458	0.201588
k141_1223	390	1.69583	1.69583	0.212535
k141_7447	3548	4.78958	4.78958	3.7122
k141_5454	2737	3.85775	3.85775	2.48399
k141_5455	1133	4.43337	4.43337	3.7957
k141_3324	4881	4.87001	4.87001	3.79522
k141_5456	598	3.66518	3.66518	1.06438
k141_7448	1759	5.26103	5.26103	2.90817
k141_3325	593	2.71783	2.71783	0.886267
k141_5457	360	1.93333	1.93333	0.665391
k141_3326	455	1.81639	1.81639	0.189862
k141_1225	2779	4.21339	4.21339	3.5858
k141_1226	283	5.24812	5.24812	1.4304
k141_1227	450	3.02667	3.02667	1.33708
k141_5458	1335	5.13418	5.13418	5.44903
k141_5459	497	2.47262	2.47262	1.52743
k141_1228	1538	3.78386	3.78386	2.01525
k141_1229	541	4.26854	4.26854	1.78155
k141_3327	2804	4.17106	4.17106	1.78379
k141_1230	769	2.79968	2.79968	1.38052
k141_7449	6361	4.68379	4.68379	3.51448
k141_7450	341	2.04712	2.04712	0.255663
k141_1231	3379	5.70703	5.70703	7.21287
k141_7451	569	5.02625	5.02625	4.58543
k141_3328	4453	5.39461	5.39461	5.48828
k141_5460	5728	4.27931	4.27931	3.22205
k141_3329	361	1.82464	1.82464	0.145295
k141_7452	756	3.0165	3.0165	1.58981
k141_5461	353	4.50739	4.50739	3.00366
k141_5462	317	1.35928	1.35928	0.315922
k141_5463	836	3.07434	3.07434	2.39884
k141_5464	758	5.3898	5.3898	4.04715
k141_5465	308	1.37342	1.37342	0.452028
k141_5466	420	1.97778	1.97778	0.497644
k141_3330	2530	4.59118	4.59118	5.07746
k141_3331	386	3.93644	3.93644	1.59169
k141_5467	1114	5.24481	5.24481	1.67625
k141_7453	3348	4.66291	4.66291	3.04618
k141_5468	476	1.13804	1.13804	0.605502
k141_7454	412	1.73282	1.73282	0.196543
k141_7455	330	1.61111	1.61111	0.238982
k141_5469	685	4.02804	4.02804	1.10595
k141_5470	514	1.3956	1.3956	0.256289
k141_3332	2218	4.35832	4.35832	1.92913
k141_5471	391	1.61826	1.61826	0.553664
k141_5472	321	1.75439	1.75439	0.256966
k141_3333	499	1.73352	1.73352	0.437406
k141_3334	388	2.31933	2.31933	0.243591
k141_5473	542	1.68878	1.68878	0.532048
k141_3335	308	1.87342	1.87342	0.111263
k141_5474	371	2.14932	2.14932	0.127602
k141_7456	2625	4.48889	4.48889	3.39065
k141_5475	1472	7.06959	7.06959	7.57579
k141_3336	2334	4.61447	4.61447	3.36481
k141_5476	1522	3.22449	3.22449	2.40032
k141_5477	863	2.38289	2.38289	0.534372
k141_3337	1678	4.05497	4.05497	3.02383
k141_7457	3811	5.78995	5.78995	4.27747
k141_3338	431	2.43772	2.43772	1.097
k141_7458	360	4.77143	4.77143	0.741764
k141_7459	387	2.34599	2.34599	0.710292
k141_5478	1331	4.69009	4.69009	4.95132
k141_1232	11911	7.46841	7.46841	9.56039
k141_5479	2296	4.90867	4.90867	4.62186
k141_5480	724	4.24564	4.24564	2.02158
k141_7460	3488	5.49551	5.49551	5.37805
k141_1233	3121	6.00135	6.00135	4.26665
k141_1234	328	1.68539	1.68539	0.216848
k141_3339	4318	5.46881	5.46881	4.05902
k141_7461	840	3.93768	3.93768	3.64052
k141_1235	1367	5.41085	5.41085	3.41824
k141_3340	1449	4.44342	4.44342	3.22078
k141_1236	378	11.1579	11.1579	221.825
k141_3341	560	2.07805	2.07805	0.38998
k141_1237	822	2.9628	2.9628	0.891314
k141_3342	837	1.84862	1.84862	0.4202
k141_5481	3678	4.92432	4.92432	4.33998
k141_7462	3263	5.14712	5.14712	5.21102
k141_7463	798	2.97377	2.97377	1.30843
k141_3343	1894	4.05906	4.05906	2.19902
k141_7464	645	3.71919	3.71919	2.05255
k141_1238	3509	5.15451	5.15451	4.83052
k141_5482	3181	5.13164	5.13164	4.60082
k141_3344	2065	3.75509	3.75509	2.43897
k141_1239	1152	4.68962	4.68962	4.48199
k141_5483	817	3.51124	3.51124	2.11511
k141_5484	462	3.73397	3.73397	2.69748
k141_1240	865	4.22517	4.22517	3.20272
k141_7465	3019	5.40641	5.40641	6.1095
k141_3345	1771	4.34238	4.34238	1.78083
k141_5485	1258	5.23736	5.23736	4.69609
k141_1241	1199	3.33746	3.33746	3.37071
k141_5486	512	3.25691	3.25691	1.48783
k141_5487	330	3.87222	3.87222	1.1847
k141_3346	1694	5.11205	5.11205	5.19361
k141_5488	408	2.33721	2.33721	0.325536
k141_1242	741	4.34179	4.34179	3.38806
k141_7466	2099	4.90354	4.90354	2.65393
k141_1243	668	3.2973	3.2973	1.4008
k141_5489	1046	5.36161	5.36161	4.13054
k141_7467	1338	4.11027	4.11027	1.86568
k141_3347	1945	4.40947	4.40947	5.02009
k141_3348	317	2.04192	2.04192	0.209077
k141_5490	1585	5.73798	5.73798	4.64397
k141_1244	1625	4.12949	4.12949	2.4235
k141_3349	575	4.26824	4.26824	1.08826
k141_5491	975	3.68848	3.68848	1.43318
k141_5492	1491	5.02312	5.02312	3.0838
k141_1245	2744	4.59329	4.59329	6.42728
k141_1246	334	1.64674	1.64674	0.229716
k141_1247	612	3.74459	3.74459	1.71336
k141_5493	2087	4.70831	4.70831	2.82447
k141_3350	4071	5.23897	5.23897	4.89317
k141_5494	350	2.875	2.875	1.07475
k141_1248	2826	4.78924	4.78924	2.57239
k141_7468	7831	4.56985	4.56985	3.42276
k141_1249	519	2.98645	2.98645	0.252533
k141_1250	318	1.75595	1.75595	0.185593
k141_5495	2867	5.36732	5.36732	5.09404
k141_7469	395	1.85306	1.85306	0.511107
k141_5496	341	2.28796	2.28796	0.953483
k141_1251	555	3.09136	3.09136	0.439652
k141_5497	635	1.86186	1.86186	0.396166
k141_5498	1263	4.40072	4.40072	4.75292
k141_5499	350	1.51	1.51	0.251156
k141_1252	2696	4.9619	4.9619	2.72115
k141_7470	3579	3.87781	3.87781	2.00172
k141_1253	666	3.06783	3.06783	1.30218
k141_1254	372	1.36486	1.36486	0.232787
k141_7472	445	1.79322	1.79322	0.579544
k141_1255	455	2.94426	2.94426	0.500173
k141_1256	356	1.96117	1.96117	0.417997
k141_1257	783	3.90363	3.90363	2.60303
k141_5500	3729	5.20844	5.20844	4.30587
k141_7473	2530	4.22143	4.22143	2.33467
k141_3351	9947	8.28509	8.28509	8.59847
k141_5501	1070	4.95435	4.95435	2.8184
k141_3352	319	3.08876	3.08876	0.295646
k141_5502	592	3.46833	3.46833	1.11578
k141_1258	3033	5.16233	5.16233	5.03607
k141_7474	1844	5.82645	5.82645	5.36622
k141_5503	789	5.52426	5.52426	4.3125
k141_3353	1532	4.75832	4.75832	3.63892
k141_5504	395	1.61633	1.61633	0.335798
k141_7475	1013	4.38239	4.38239	2.94409
k141_1259	1224	4.43855	4.43855	1.81216
k141_7476	301	4.25828	4.25828	1.13952
k141_5505	329	1.67598	1.67598	0.220263
k141_1260	373	1.97309	1.97309	0.530805
k141_1261	490	2.32353	2.32353	0.431894
k141_1262	307	3.57325	3.57325	1.64364
k141_3354	1433	3.26656	3.26656	2.23622
k141_3355	540	3.26923	3.26923	0.577716
k141_3356	497	1.60519	1.60519	0.256967
k141_7477	2108	4.68999	4.68999	2.75362
k141_1263	1721	4.0923	4.0923	4.33984
k141_7478	322	2.24419	2.24419	0.618387
k141_1264	240	5	5	0
k141_1265	341	3.46597	3.46597	0.439624
k141_7479	343	1.56995	1.56995	0.246384
k141_3357	1503	4.35772	4.35772	2.67371
k141_3358	376	2.34513	2.34513	0.262576
k141_7480	475	2.19077	2.19077	0.562261
k141_1266	1049	5.94994	5.94994	9.33265
k141_1267	458	2.33766	2.33766	0.452387
k141_7481	427	3.50181	3.50181	0.482787
k141_1268	310	2.38125	2.38125	0.237382
k141_3359	721	1.85289	1.85289	0.287092
k141_7482	1002	4.48944	4.48944	2.96462
k141_3360	1061	3.41712	3.41712	1.56208
k141_7483	683	2.68293	2.68293	1.69815
k141_1269	1859	3.1691	3.1691	3.00594
k141_5506	5065	4.79369	4.79369	3.80078
k141_7484	395	1.23673	1.23673	0.181432
k141_3361	1015	3.49942	3.49942	1.2526
k141_3362	307	3.43949	3.43949	0.747918
k141_5507	577	3.14052	3.14052	1.19148
k141_5508	382	2.47414	2.47414	0.259069
k141_1270	1665	4.63366	4.63366	2.90866
k141_3363	1343	4.48449	4.48449	2.24829
k141_3364	462	1.9391	1.9391	0.578273
k141_3365	324	3.27586	3.27586	0.489934
k141_1271	1236	5.53499	5.53499	4.90707
k141_7485	2555	4.5106	4.5106	3.97712
k141_3366	410	2.32692	2.32692	0.715104
k141_7486	330	2.44444	2.44444	0.27064
k141_3367	329	2.21788	2.21788	0.373611
k141_7487	445	3.70847	3.70847	2.15282
k141_7488	426	2.19203	2.19203	0.795718
k141_5509	2672	4.78033	4.78033	2.72605
k141_5510	559	3.14425	3.14425	0.471788
k141_1272	2037	3.74139	3.74139	2.49614
k141_7489	1317	3.37018	3.37018	2.48381
k141_3368	2045	4.16095	4.16095	4.81729
k141_3369	347	2.63959	2.63959	1.52761
k141_7490	1557	3.71713	3.71713	1.99246
k141_7491	328	1.48876	1.48876	0.251286
k141_1273	2251	3.81437	3.81437	2.19505
k141_5511	3199	3.97999	3.97999	2.27949
k141_5512	363	2.69484	2.69484	0.43002
k141_5513	343	2.53368	2.53368	0.666827
k141_1274	888	3.07859	3.07859	1.02773
k141_1275	415	3.36981	3.36981	0.786965
k141_5514	752	3.24419	3.24419	0.867066
k141_1276	1056	2.61369	2.61369	0.77877
k141_3370	3865	4.04576	4.04576	3.87295
k141_3371	1180	4.31456	4.31456	2.24108
k141_5515	1798	6.2591	6.2591	4.14712
k141_3372	416	2.39474	2.39474	0.458688
k141_5516	710	2.55357	2.55357	1.23505
k141_5517	331	0.41989	0.41989	0.244936
k141_3373	609	3.84749	3.84749	2.59678
k141_3374	543	5.10687	5.10687	3.0804
k141_1277	2667	5.55463	5.55463	4.1374
k141_5518	1733	5.4921	5.4921	4.81268
k141_5519	530	4.02105	4.02105	0.638077
k141_5520	556	2.04926	2.04926	0.614851
k141_1278	2485	4.09336	4.09336	2.89961
k141_5521	1090	4.91809	4.91809	6.13494
k141_7492	8081	5.61203	5.61203	4.59697
k141_7493	818	5.40269	5.40269	2.48077
k141_5522	1291	4.18405	4.18405	1.86784
k141_3375	4111	4.42767	4.42767	3.08978
k141_7494	612	5.69264	5.69264	6.71228
k141_7495	304	1.83766	1.83766	0.136873
k141_5523	425	1.68	1.68	0.576059
k141_1279	1776	4.59041	4.59041	3.19212
k141_7496	1056	4.01987	4.01987	1.92225
k141_1280	943	4.07566	4.07566	0.885682
k141_1281	388	1.81933	1.81933	0.148654
k141_3376	1738	4.19836	4.19836	3.02867
k141_1282	514	6.11538	6.11538	10.3117
k141_7497	2207	4.58337	4.58337	2.90461
k141_3377	1709	3.72867	3.72867	1.48282
k141_3378	414	2.07576	2.07576	0.214771
k141_7498	496	2.74855	2.74855	1.75978
k141_1283	1518	4.48684	4.48684	3.00933
k141_3379	425	2.26182	2.26182	0.551638
k141_1284	869	2.88456	2.88456	2.52844
k141_7499	1182	4.29651	4.29651	2.00316
k141_1285	434	2.37324	2.37324	1.41497
k141_5524	5476	6.29816	6.29816	6.8617
k141_7500	632	4.14938	4.14938	1.75311
k141_1286	615	2.32688	2.32688	1.51792
k141_7501	1745	3.12226	3.12226	1.26922
k141_3380	4562	5.4413	5.4413	4.61204
k141_1287	1931	4.51881	4.51881	2.20368
k141_3381	370	4.52727	4.52727	0.588295
k141_5525	2854	4.50518	4.50518	3.35552
k141_3382	338	4.87234	4.87234	1.65206
k141_1288	452	1.50331	1.50331	0.250819
k141_3383	381	5.35931	5.35931	1.98773
k141_1289	484	2.86527	2.86527	0.62744
k141_1290	443	3.08874	3.08874	2.04005
k141_5526	1738	6.19773	6.19773	5.04719
k141_1291	1000	3.16	3.16	1.42785
k141_5527	428	2.46763	2.46763	0.408696
k141_7502	2962	4.55832	4.55832	2.17911
k141_5528	335	3.3027	3.3027	0.353525
k141_5529	301	2.76159	2.76159	0.222781
k141_1292	829	3.78056	3.78056	4.62288
k141_1293	344	1.56186	1.56186	0.247449
k141_1294	508	2.35475	2.35475	0.705733
k141_1295	333	4.68306	4.68306	1.55834
k141_3384	4628	3.80907	3.80907	2.8218
k141_1296	2293	4.937	4.937	5.41382
k141_5530	4143	5.0268	5.0268	2.56418
k141_3385	1618	4.78202	4.78202	3.76158
k141_7503	4611	4.54719	4.54719	3.94873
k141_3386	379	2.39738	2.39738	0.758063
k141_5531	728	5.92734	5.92734	3.01031
k141_1297	1711	4.15311	4.15311	2.21694
k141_3387	754	3.11755	3.11755	1.58649
k141_7504	1131	4.98675	4.98675	3.00697
k141_7505	380	1.31739	1.31739	0.2176
k141_7506	320	3.65294	3.65294	0.867002
k141_7507	324	2.14368	2.14368	0.470567
k141_3388	1142	3.53226	3.53226	1.35316
k141_7508	540	3.92308	3.92308	0.400239
k141_1298	1584	4.63738	4.63738	2.78396
k141_7509	232	1	1	0
k141_1299	455	3.30164	3.30164	0.638978
k141_5532	2100	3.67282	3.67282	1.46805
k141_7510	350	2.145	2.145	0.124598
k141_3389	907	4.84412	4.84412	2.64233
k141_5533	530	2.87895	2.87895	1.87449
k141_7511	520	3.89189	3.89189	3.30535
k141_3390	361	4.05687	4.05687	0.911037
k141_5534	358	1.45673	1.45673	0.249327
k141_1300	1665	3.87987	3.87987	5.15335
k141_5535	1113	4.69886	4.69886	3.84889
k141_3391	1715	4.45112	4.45112	2.98179
k141_3392	714	2.20035	2.20035	0.640068
k141_1301	1406	4.05494	4.05494	2.67821
k141_5536	1557	2.88202	2.88202	1.03301
k141_5537	354	1.88725	1.88725	0.455206
k141_1302	752	3.26578	3.26578	0.541555
k141_1303	317	2.08982	2.08982	0.166583
k141_7512	3611	4.20485	4.20485	2.78666
k141_3393	1401	3.41007	3.41007	2.17331
k141_3394	449	3.25084	3.25084	1.20869
k141_3395	520	3.66216	3.66216	0.603715
k141_3396	401	1.01594	1.01594	0.103745
k141_5538	2517	5.78454	5.78454	2.62475
k141_3397	679	4.38752	4.38752	0.673405
k141_1304	2721	4.85725	4.85725	4.50608
k141_3398	435	1.4386	1.4386	0.247097
k141_1305	447	1.83838	1.83838	0.358929
k141_5539	794	3.64286	3.64286	1.52389
k141_7513	3114	4.29251	4.29251	2.52354
k141_7514	306	1.82692	1.82692	0.221464
k141_1306	2408	4.74579	4.74579	4.16134
k141_1307	1368	3.81773	3.81773	2.46633
k141_3399	3780	5.73085	5.73085	4.0612
k141_7515	3480	5.08468	5.08468	3.63779
k141_1308	645	5.3798	5.3798	3.32914
k141_5540	6011	4.83348	4.83348	3.69849
k141_5541	495	3.94493	3.94493	3.15684
k141_3400	2732	3.84895	3.84895	3.88261
k141_7516	2795	4.47826	4.47826	2.79121
k141_5542	410	3.06154	3.06154	1.00778
k141_5543	313	2.62577	2.62577	0.235628
k141_3401	1029	3.84642	3.84642	1.46727
k141_1309	3616	4.6708	4.6708	3.33032
k141_5544	1112	3.41476	3.41476	1.74351
k141_5545	431	1.52313	1.52313	0.250355
k141_5546	906	5.80688	5.80688	1.64742
k141_7517	2684	5.01144	5.01144	3.68445
k141_5547	402	1.63492	1.63492	0.296465
k141_1310	1882	4.37587	4.37587	2.48083
k141_5548	383	2.02575	2.02575	0.387265
k141_3402	2480	3.86695	3.86695	1.98661
k141_5549	362	1.95283	1.95283	0.0451578
k141_7518	782	4.51266	4.51266	2.95071
k141_3403	302	2.27632	2.27632	0.20129
k141_5550	353	1.49261	1.49261	0.251183
k141_5551	438	2.52778	2.52778	0.807587
k141_3404	625	2.17474	2.17474	0.617082
